jailID,charge,courtFile,bondOrFine,dispositionDate,dispositionOfCharge
2848N-002,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/04/06,COMBINED WITH CHARGE 1
2848N-002,DISORDERLY CONDUCT,,$.00,2017/04/06,COMBINED WITH CHARGE 1
133J-011,WARRANT OTHER AGENCY,13CF1458,$.00,,
133J-011,VEHICLE OPERATOR FLEE/ELUDE OFFICER,,$.00,,
133J-011,NON-REGISTRATION OF VEHICLE,,$.00,2017/05/01,NO POST/RELEASED W/COURT
133J-011,OPERATE M/V WITHOUT LIABILITY INSURANCE,,$.00,2017/05/01,NO POST/RELEASED W/COURT
133J-011,DISPLAY FALSE VEHICLE REGISTRATION PLATE,,$.00,2017/05/01,NO POST/RELEASED W/COURT
133J-011,OPERATE W/O VALID LICENSE,,$.00,2017/05/01,NO POST/RELEASED W/COURT
133J-011,WARRANT OTHER AGENCY,,$2035.00,,
3787N-000,FEDERAL AGENCY HOLD,,$.00,,
4575N-000,OPERATING WHILE INTOXICATED,16CF872,$.00,,
5314J-011,P&P HOLD - MISD,16CM383,$.00,,
5314J-011,POSSESSION OF NARCOTIC DRUGS,,$.00,,
5314J-011,CONTEMPT OF COURT - DISOBEY ORDER,11FA851,$.00,,
7046L-009,WARRANT OTHER AGENCY,13CF4,$.00,,
7046L-009,POSSESSION OF COCAINE/COCA,17CM552,$.00,,
7046L-009,CAPIAS,,$.00,2017/04/17,CAPIAS VACATED
7046L-009,CAPIAS,,$.00,2017/04/17,CAPIAS VACATED
7046L-009,OPERATING WHILE REVOKED,16TR13797,$.00,2016/04/23,TIME SERVED
7046L-009,SPEEDING ON FREEWAY,16TR13798,$.00,2017/04/23,TIME SERVED
5653D-039,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,,
8885F-028,INTIMIDATE VICTIM/USE OR ATTEMPT FORCE,15CF763A,$2500.00,,
8885F-028,CONTEMPT OF COURT - MISCONDUCT,15CF763B,$.00,,
6389F-011,FEDERAL AGENCY HOLD,,$.00,,
9883M-001,CAUSE INJURY/OPERATING WHILE INTOXICATED,15CF1154,$.00,,
94651-001,IGNITION INTERLOCK DEVICE TAMPERING,16CT258,$.00,,
1867C-000,ARMED ROBBERY WITH THREAT OF FORCE,14CF282,$5000.00,,
1867C-000,RETAIL THEFT-INTENTIONALLY TAKE,13CM635,$.00,2017/04/12,SIGNATURE BOND
39821-025,RETURN ON WRIT,16CF473,$.00,,
3021D-052,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,,
3625N-001,POSS PARAPHERNALIA MANUF/PROD/STORE METH,17CF81,$1000.00,,
7541J-011,REVOCATION ORD & WARR,16CM1264,$.00,,
2282N-000,THREATS TO INJURE/ACCUSE OF CRIME,16CF887,$10000.00,,
4057N-000,THEFT-MOVABLE PROPERTY,16CM835,$1000.00,,
4057N-000,PETTY THEFT,16CM835,$.00,2017/03/06,WARRANT ADDITIONAL CHARGE
4057N-000,EXTRADITION,17CF233,$.00,,
3175J-000,MISCONDUCT/OFFICE-ACT/EXCESS AUTHORITY,07CF636,$.00,2007/06/12,SIGNATURE BOND
3175J-000,MISCONDUCT/OFFICE-ACT/EXCESS AUTHORITY,,$.00,2007/06/12,COMBINED WITH CHARGE 1
3175J-000,MISCONDUCT/OFFICE-ACT/EXCESS AUTHORITY,,$.00,2007/06/12,COMBINED WITH CHARGE 1
3175J-000,THEFT-BUSINESS SETTING,,$.00,2007/06/12,NO ISSUE
3175J-000,THEFT-BUSINESS SETTING,,$.00,2007/06/12,COMBINED WITH CHARGE 1
3175J-000,THEFT-BUSINESS SETTING,,$.00,2007/06/12,NO ISSUE
7462M-000,1ST DEG SEX CONTACT CHILD UNDER 13,15CF228,$100000.00,,
7462M-000,OPERATE W/O VALID LICENSE,15CT186,$.00,,
7462M-000,EXTRADITION,16CF10,$50000.00,,
7462M-000,INTIMIDATE WITNESS/PERSON CHARGED/FELONY,16CF1157,$.00,,
7462M-000,INTIMIDATE WITNESS/PERSON CHARGED/FELONY,,$.00,2016/10/17,COMBINED WITH CHARGE 4
7462M-000,INTIMIDATE WITNESS/PERSON CHARGED/FELONY,,$.00,2016/10/17,COMBINED WITH CHARGE 4
8403C-002,OPERATING WHILE INTOXICATED,16CT312,$.00,,
5776J-014,REVOCATION ORD & WARR,15CF531,$.00,,
5776J-014,BATTERY,17CM18,$.00,2017/04/28,PER COURT ORDER
5776J-014,DISORDERLY CONDUCT,17CM18,$.00,2017/01/12,WARRANT ADDITIONAL CHARGE
5776J-014,REVOCATION ORD & WARR,15CF909,$.00,,
5776J-014,REVOCATION ORD & WARR,15CF411,$.00,,
2847M-006,P&P HOLD - FELONY,15CF378,$.00,,
5806H-009,RETURN ON WRIT,16CF937,$.00,,
9748C-044,P&P HOLD - FELONY,08CF210,$.00,,
9748C-044,BURGLARY-BUILDING OR DWELLING,16CF1249,$25000.00,,
9748C-044,CRT STATUS ONLY-NOT A CHARGE,14CF1405,$.00,2017/02/21,*NOT A CHARGE*
9740L-008,P&P HOLD - MISD,16CM871,$.00,,
9740L-008,ROBBERY,,$.00,,
9740L-008,ROBBERY WITH USE OF FORCE,,$.00,,
9740L-008,BURGLARY-BUILDING OR DWELLING,,$.00,,
9740L-008,DISORDERLY CONDUCT,,$150.00,,
1136G-016,BAIL JUMPING-MISDEMEANOR,17CM496,$1500.00,,
1136G-016,BAIL JUMPING-MISDEMEANOR,,$.00,2017/04/18,NO ISSUE
1136G-016,BATTERY,,$.00,2017/04/18,NO ISSUE
58691-003,BATTERY,05CM1388/CT1,$.00,,
58691-003,OBJECTIONABLE/PROFANE LANGUAGE,,$114.00,,
58691-003,TRESPASS TO PRIVATE PROPERTY,,$109.00,,
58691-003,BATTERY,05CM1388/CT2,$.00,,
9264D-037,RETURN ON WRIT,14CF18,$.00,,
7795D-011,OPERATING WHILE INTOXICATED,16CM603,$.00,,
7795D-011,NOT A CHARGE-ENTERED IN ERROR,16CM603,$.00,2017/03/30,*NOT A CHARGE*
8357M-003,OPERATE W/O VALID LICENSE,16CM427,$.00,2016/09/14,TIME SERVED
8357M-003,RESISTING OR OBSTRUCTING AN OFFICER,16CM427,$.00,2016/08/01,WARRANT ADDITIONAL CHARGE
8357M-003,BAIL JUMPING-MISDEMEANOR,16CM427,$.00,2016/08/01,WARRANT ADDITIONAL CHARGE
8357M-003,BAIL JUMPING-MISDEMEANOR,16CM427,$.00,2016/08/01,WARRANT ADDITIONAL CHARGE
8357M-003,OPERATE W/O VALID LICENSE,15CT734,$.00,2016/09/14,DISMISSED
8357M-003,BAIL JUMPING-MISDEMEANOR,16CM1008,$.00,2016/09/14,DISMISSED
8357M-003,ARMED ROBBERY WITH THREAT OF FORCE,16CF902,$40000.00,,
9197C-009,REVOCATION ORD & WARR,15CF638,$.00,,
9197C-009,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/02/28,*NOT A CHARGE*
9197C-009,REVOCATION ORD & WARR,14CT76,$.00,,
5464J-008,EXTENDED SUPERVISION SANCTION,11CF633,$.00,,
3336N-000,FEDERAL AGENCY HOLD,,$.00,,
8115M-000,1ST DEG SEX CONTACT CHILD UNDER 13,15CF497,$100000.00,,
4410N-000,FEDERAL AGENCY HOLD,,$.00,,
3729L-013,P&P HOLD - FELONY,11CF581,$.00,,
3729L-013,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/04/17,*NOT A CHARGE*
4725K-004,FEDERAL AGENCY HOLD,,$.00,,
8250L-005,EXTENDED SUPERVISION SANCTION,12CF1017,$.00,,
4162L-011,P&P HOLD - FELONY,16CF33,$.00,,
4162L-011,KNOWINGLY VIOLATE A DOMESTIC ABUSE ORDER,17CM145,$.00,2017/04/13,PLACED ON PROBATION
1910H-017,EXTRADITION,17CF426,$4000.00,,
56021-002,RETAIL THEFT-INTENTIONALLY TAKE,17CM6,$.00,,
56021-002,P&P HOLD - MISD,17CM6,$.00,2017/04/25,P.O.HOLD CANCELLED
4296N-000,FALSE IMPRISONMENT,17CF313,$10000.00,,
4296N-000,BATTERY,,$.00,2017/03/30,COMBINED WITH CHARGE 1
4296N-000,DISORDERLY CONDUCT,,$.00,2017/03/30,COMBINED WITH CHARGE 1
4296N-000,WARRANT OTHER AGENCY,09CF610,$.00,,
2626N-002,OPERATING WHILE REVOKED,16CT588,$1000.00,,
2626N-002,SUBSTANTIAL BATTERY-INTEND BODILY HARM,16CF1100,$1000.00,,
2626N-002,BAIL JUMPING-FELONY,17CF36,$1000.00,,
8495J-004,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,,
8057H-022,POSSESS W/INTENT-THC (<=200GRAMS),13CF1350,$.00,,
8057H-022,MANUF/DELIVER COCAINE (<=1G),17CF314,$25000.00,,
8057H-022,MANUF/DELIVER COCAINE (<=1G),,$.00,2017/03/30,COMBINED WITH CHARGE 2
8057H-022,MANUE/DELIVER COCAINE (<=1G),,$.00,2017/03/30,COMBINED WITH CHARGE 2
8057H-022,POSSESS W/INTENT-COCAINE (>5-15G),,$.00,2017/03/30,COMBINED WITH CHARGE 2
8057H-022,POSSESS FIREARM BY FELON,,$.00,2017/03/30,COMBINED WITH CHARGE 2
8057H-022,MAINTAIN DRUG TRAFFICKING PLACE,,$.00,2017/03/30,COMBINED WITH CHARGE 2
4514N-000,RETAIL THEFT-INTENTIONALLY TAKE,16CM915,$750.00,,
4440N-000,HOMICIDE BY INTOXICATED USE OF VEHICLE,17CF401,$25000.00,,
4440N-000,POSSESS DRUG PARAPHERNALIA,,$.00,2017/04/12,COMBINED WITH CHARGE 1
4440N-000,OPERATING WHILE INTOXICATED,17TR4705,$.00,2017/04/19,PER COURT ORDER
4440N-000,OPERATE M/V WITHOUT LIABILITY INSURANCE,17TR4707,$.00,2017/04/19,PER COURT ORDER
4440N-000,OPERATING WHILE SUSPENDED,17TR4706,$.00,2017/04/19,PER COURT ORDER
4440N-000,WARRANT OTHER AGENCY,,$98.80,,
8555H-007,BATTERY,17CM268,$.00,,
8555H-007,CARRY CONCEALED WEAPON,,$.00,2017/03/01,NO ISSUE
1748D-013,FEDERAL AGENCY HOLD,,$.00,,
1748D-013,CRT STATUS ONLY-NOT A CHARGE,,$.00,2015/05/04,*NOT A CHARGE*
1748D-013,CRT STATUS ONLY-NOT A CHARGE,,$.00,2015/08/18,*NOT A CHARGE*
1748D-013,CRT STATUS ONLY-NOT A CHARGE,15FA682,$.00,2015/10/19,*NOT A CHARGE*
1748D-013,REVOCATION ORD & WARR,92CF488,$.00,,
1748D-013,CRT STATUS ONLY-NOT A CHARGE,,$.00,2016/09/08,*NOT A CHARGE*
9235M-002,CHILD ENTICEMENT-SEXUAL CONTACT,15CF911,$.00,,
9235M-002,BAIL JUMPING-FELONY,16CF408,$.00,,
9235M-002,BAIL JUMPING-FELONY,,$.00,2016/10/26,COMBINED WITH CHARGE 2
9496G-013,SEX OFFENDER-FAIL/UPDATE INFORMATION,14CF834,$20000.00,,
9496G-013,P&P HOLD - FELONY,02CF979,$.00,,
6309B-038,1ST DEG SEX ASLT CHILD<16-USE/THRT FORCE,16CF1303,$50000.00,,
6309B-038,1ST DEG SEX ASLT CHILD<16-USE/THRT FORCE,16CF1303,$.00,2016/11/22,COMBINED WITH CHARGE 1
5481F-037,P&P HOLD - FELONY,09CF995,$.00,,
1286N-000,FEDERAL AGENCY HOLD,,$.00,,
6000H-009,P&P HOLD - FELONY,15CF698,$.00,,
6000H-009,DISORDERLY CONDUCT,17CM428,$750.00,,
6000H-009,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/04/07,COMBINED WITH CHARGE 2
6000H-009,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/04/07,COMBINED WITH CHARGE 2
6000H-009,CARRY CONCEALED WEAPON,,$.00,2017/04/07,COMBINED WITH CHARGE 2
6000H-009,CRT STATUS ONLY-NOT A CHARGE,15FA626,$.00,2017/04/20,*NOT A CHARGE*
